From,To,Mean,Std. Dev
Prangli Is-08027c27e339,Galtby-cc4d98f09f61,2829.218023129865,584.3298141982292
Galtby-cc4d98f09f61,Prangli Is-08027c27e339,3979.4905441873293,0.0
Lehtma-2ba3e0774290,Galtby-cc4d98f09f61,15570.436125620345,0.0
Galtby-cc4d98f09f61,Lehtma-2ba3e0774290,1340.6629672400254,0.0
Hanko-e67e725eabd0,Galtby-cc4d98f09f61,1405.3541159931958,0.0
Galtby-cc4d98f09f61,Hanko-e67e725eabd0,4162.558437404164,1466.239225411578
Veere-9fbd840d0ab7,Primorsk-1745900bf09d,1657.6035869039802,0.0
Primorsk-1745900bf09d,Veere-9fbd840d0ab7,8763.685914847669,0.0
Taalintehdas-b26d5e560f82,Galtby-cc4d98f09f61,2585.0465453620677,0.0
Galtby-cc4d98f09f61,Taalintehdas-b26d5e560f82,3991.4440406154417,0.0
Paldiski-2893a5793ddb,Skoldvik-9ac362d9504c,5261.532083849363,0.0
Skoldvik-9ac362d9504c,Paldiski-2893a5793ddb,818.0673445750925,0.0
Inkoo-4f3f41a12558,Galtby-cc4d98f09f61,14225.047004573791,1867.527694565395
Galtby-cc4d98f09f61,Inkoo-4f3f41a12558,3078.6279754461902,0.0
Skagen Havn-db9fa00eadc5,Smogen-6c00d509baec,4921.904785425301,0.0
Smogen-6c00d509baec,Skagen Havn-db9fa00eadc5,7856.660539790456,650.968141526146
Masset Harbor-f1ba0d4ad9b4,Long Beach-4c3082f54073,423.6601737033768,0.0
Long Beach-4c3082f54073,Masset Harbor-f1ba0d4ad9b4,2743.950563190355,2875.1927738445943
Mongstad-8338fd2d4afb,Rotterdam-92c070ce8e92,9176.71255706643,546.0143542906757
Rotterdam-92c070ce8e92,Mongstad-8338fd2d4afb,8814.776858715004,0.0
Acapulco-595146184cd8,Salina Cruz-bef5961095f2,7200.844143985511,850.9617577438696
Salina Cruz-bef5961095f2,Acapulco-595146184cd8,23283.08433821168,0.0
Nagasaki-7e87edcef775,Nagoya-0273cf38f24f,735.122500730143,0.0
Nagoya-0273cf38f24f,Nagasaki-7e87edcef775,3680.3318886716356,132.9245485951973
Fos-a89094aa52c0,Augusta-facbcc9badd3,13782.757566555498,492.23024537279065
Augusta-facbcc9badd3,Fos-a89094aa52c0,761.7826299329655,186.94618367539096
Port Fourchon-39947b92ce27,Corpus Christi-7a30d31f121f,7828.409590111764,169.26533541371876
Corpus Christi-7a30d31f121f,Port Fourchon-39947b92ce27,115.3900473488374,711.795143201497
Marcus Hook-9826103388b5,Coatzacoalcos-230dbf9a65a3,7452.270233814673,0.0
Coatzacoalcos-230dbf9a65a3,Marcus Hook-9826103388b5,19681.110731340723,27.539297067757968
Gothenburg-de0033e99214,Lyness-b0a6e09ce2a9,12272.860258380486,0.0
Lyness-b0a6e09ce2a9,Gothenburg-de0033e99214,2702.610829939647,0.0
Paldiski-2893a5793ddb,St Petersburg-ee5cca05838e,2836.909016036019,0.0
St Petersburg-ee5cca05838e,Paldiski-2893a5793ddb,8574.304274589274,0.0
Skoldvik-9ac362d9504c,Muuga-98111e964fdd,998.6842174330061,57.68433500374716
Muuga-98111e964fdd,Skoldvik-9ac362d9504c,791.3631128293438,1544.6738595827783
Philadelphia-51672418fa6a,Paulsboro-b860100abb51,1060.9200281348692,0.0
Paulsboro-b860100abb51,Philadelphia-51672418fa6a,959.5628210911568,0.0
Coden-32c1141edbaa,Mobile-17568e28e776,5549.310959557589,539.1983771502919
Mobile-17568e28e776,Coden-32c1141edbaa,5993.1071908572485,0.0
Southwest Pass-bcf54ac59c4c,Coatzacoalcos-230dbf9a65a3,3816.8710396234032,300.8846739297477
Coatzacoalcos-230dbf9a65a3,Southwest Pass-bcf54ac59c4c,5217.359430049093,0.0
Violet-2381807cf9a0,Freeport-3415bc29dc8c,5298.834120411144,881.8319306477966
Freeport-3415bc29dc8c,Violet-2381807cf9a0,2247.5317579098087,0.0
Galveston-80916f3912d8,Port Isabel-69b426430620,1232.550963788382,0.0
Port Isabel-69b426430620,Galveston-80916f3912d8,2827.0025186414396,0.0
Puerto Jose-bd9e62d67225,Matanzas-0c7cf8ac0c2c,5643.5201966268205,0.0
Matanzas-0c7cf8ac0c2c,Puerto Jose-bd9e62d67225,2250.7184800644213,0.0
Sikka-2412f3454235,Ras Tanura-601e8fb13c3c,4951.345966552781,0.0
Ras Tanura-601e8fb13c3c,Sikka-2412f3454235,1609.1907140971025,0.0
Delma-ebf81718f685,Ruwais-1ef3a6e42f3e,49975.596447149124,0.0
Ruwais-1ef3a6e42f3e,Delma-ebf81718f685,2221.514468413205,384.76140174697804
Carboneras-e7b358aa3913,Gibraltar-1fcc4603c786,7240.872443177982,0.0
Gibraltar-1fcc4603c786,Carboneras-e7b358aa3913,20400.808772697455,0.0
Bozcaada-66352f54629d,Pivdennyi-2a9246bd7341,532.2983172700301,0.0
Pivdennyi-2a9246bd7341,Bozcaada-66352f54629d,1869.0136413581774,911.4108591411475
Aracaju-a1a032e39c15,Suape-b993f91ea377,3896.058196855634,0.0
Suape-b993f91ea377,Aracaju-a1a032e39c15,305.0447894942157,291.7999403616389
Norte Capixaba-63d8032fd2be,Ponta Do Ubu-582fde5e4522,3777.2902563068205,0.0
Ponta Do Ubu-582fde5e4522,Norte Capixaba-63d8032fd2be,2818.348790735028,0.0
La Pampilla-c82280ceb8a0,Talara-9c8afdbf5bad,11041.283262742529,0.0
Talara-9c8afdbf5bad,La Pampilla-c82280ceb8a0,12562.01636299599,1110.058971076987
Port Sulphur-2fc90e4a048b,Destrehan-3e0eb54ab1e0,7495.483421895057,0.0
Destrehan-3e0eb54ab1e0,Port Sulphur-2fc90e4a048b,6023.234708159438,0.0
Khor Fakkan-6317b39e2dcf,Longkou-83dd447f48b9,1213.1437044547613,0.0
Longkou-83dd447f48b9,Khor Fakkan-6317b39e2dcf,6442.760867082593,2898.376717148868
Hamina-03b8769f3f49,Ust-Luga-e9ea2bf59471,6091.712152640884,0.0
Ust-Luga-e9ea2bf59471,Hamina-03b8769f3f49,8146.576063084417,0.0
Kunda-f0b3af4e3e70,Vysotsk-473b36081811,10095.478780323197,44.50312995406582
Vysotsk-473b36081811,Kunda-f0b3af4e3e70,9540.448288977428,0.0
Amsterdam-a65eb5b59856,Severomorsk-d6ae36680926,14753.754306492347,319.6332851965587
Severomorsk-d6ae36680926,Amsterdam-a65eb5b59856,233.26999446821915,1148.3331662532091
Severomorsk-d6ae36680926,Ryde-55baeddac00e,14737.673295301238,127.58461331120466
Ryde-55baeddac00e,Severomorsk-d6ae36680926,359.73253531688005,0.0
Portland-f5db7a070334,Bilbao-8ca9c71dff9e,304.56487582955634,0.0
Bilbao-8ca9c71dff9e,Portland-f5db7a070334,4578.666609542227,2950.6555539912893
Ventspils-4c7c50361179,Klintholm-5fd12c0b2425,958.4047409441181,0.0
Klintholm-5fd12c0b2425,Ventspils-4c7c50361179,7956.054301145394,176.49875680940553
Brofjorden-8f0115714312,Skagen Havn-db9fa00eadc5,1825.652981924707,4574.179046592577
Skagen Havn-db9fa00eadc5,Brofjorden-8f0115714312,2190.7342639861304,0.0
Skagen Havn-db9fa00eadc5,Ryde-55baeddac00e,2247.973112777461,300.84482465579526
Ryde-55baeddac00e,Skagen Havn-db9fa00eadc5,3413.091593618169,1599.362568008222
Ryde-55baeddac00e,Bedhampton-cd5a6e3297a6,1177.0241293735373,0.0
Bedhampton-cd5a6e3297a6,Ryde-55baeddac00e,12013.863561695445,1804.9878322530167
Scheveningen-390407975ccc,Ust-Luga-e9ea2bf59471,617.3372183264546,2105.8897475585
Ust-Luga-e9ea2bf59471,Scheveningen-390407975ccc,1372.2920543036034,3757.03689270654
Port Neches-b1543f00d56b,Houston-453dd058edad,678.6895486971569,2070.702094328959
Houston-453dd058edad,Port Neches-b1543f00d56b,2037.565972376797,0.0
Port Neches-b1543f00d56b,Port Ingleside-768a671ec8e5,2999.4537917659854,0.0
Port Ingleside-768a671ec8e5,Port Neches-b1543f00d56b,762.5819007413205,0.0
Galveston-80916f3912d8,Baton Rouge-1866b408e4d1,1949.4226859444643,73.3011984571081
Baton Rouge-1866b408e4d1,Galveston-80916f3912d8,3519.6362775836265,121.63499120902051
Southwest Pass-bcf54ac59c4c,Cayo Arcas Terminal-b6b6e0d459e4,258.4349490351075,1163.1712895887067
Cayo Arcas Terminal-b6b6e0d459e4,Southwest Pass-bcf54ac59c4c,48000.22662865915,0.0
Baton Rouge-1866b408e4d1,Destrehan-3e0eb54ab1e0,4265.235105303784,1912.0005883198533
Destrehan-3e0eb54ab1e0,Baton Rouge-1866b408e4d1,10209.031520798195,0.0
Penara Terminal-d7cc9807a741,Kerteh-f886d5933d0d,2967.7887171358743,655.9898304441422
Kerteh-f886d5933d0d,Penara Terminal-d7cc9807a741,24771.582416832545,0.0
Kerteh-f886d5933d0d,Sungai Udang-fdc7302ba47a,5758.599402876685,0.0
Sungai Udang-fdc7302ba47a,Kerteh-f886d5933d0d,1134.5118934931686,0.0
Cayo Arcas Terminal-b6b6e0d459e4,Pascagoula-7c3cc504a701,1171.9748265307842,0.0
Pascagoula-7c3cc504a701,Cayo Arcas Terminal-b6b6e0d459e4,26131.430609800493,0.0
San Vicente-37d45c87e8d9,Esmeraldas-2296c98900e5,2377.823912582121,0.0
Esmeraldas-2296c98900e5,San Vicente-37d45c87e8d9,24586.42568771065,748.3173591888669
Long Beach-4c3082f54073,Avalon-9dcfdaa2a4cd,553.6704063814117,0.0
Avalon-9dcfdaa2a4cd,Long Beach-4c3082f54073,2820.8715596924912,0.0
Santa Marta-246e476fbaf8,Covenas-76285da2ae54,6700.767927047689,0.0
Covenas-76285da2ae54,Santa Marta-246e476fbaf8,897.6819786980456,0.0
Covenas-76285da2ae54,Pascagoula-7c3cc504a701,1042.9637435469695,127.77792256512782
Pascagoula-7c3cc504a701,Covenas-76285da2ae54,20922.265245051916,124.42887544227891
Pascagoula-7c3cc504a701,Coatzacoalcos-230dbf9a65a3,5237.55232872751,78.80893422396787
Coatzacoalcos-230dbf9a65a3,Pascagoula-7c3cc504a701,4571.838617813596,36.78328841364483
Coatzacoalcos-230dbf9a65a3,Port Isabel-69b426430620,4394.818607643929,1205.289336147691
Port Isabel-69b426430620,Coatzacoalcos-230dbf9a65a3,10768.70657607901,857.1992893777533
Port Said-73e707725c62,Jeddah-17dce7ee2e7d,12284.927396562813,0.0
Jeddah-17dce7ee2e7d,Port Said-73e707725c62,6262.702914992402,320.6969933289883
Oran-6cbf14d6ae9b,Arzew-4edb5359fa3e,6353.846835546338,0.0
Arzew-4edb5359fa3e,Oran-6cbf14d6ae9b,1195.9482160411253,15.119379713148957
Belle Chasse-d4dbce12087d,Chalmette-195ea9ec9b9d,1141.8268248653594,0.0
Chalmette-195ea9ec9b9d,Belle Chasse-d4dbce12087d,5604.957712896785,1212.2402739838278
Chalmette-195ea9ec9b9d,Galveston-80916f3912d8,706.7869602936233,0.0
Galveston-80916f3912d8,Chalmette-195ea9ec9b9d,24187.212420158634,0.0
Covenas-76285da2ae54,Port Aransas-29a8105fada5,7375.509010734297,2820.8522955620933
Port Aransas-29a8105fada5,Covenas-76285da2ae54,2359.1717786622676,0.0
Port Arthur-26aba1bc33e8,Cayo Arcas Terminal-b6b6e0d459e4,1791.1308514561215,164.27007452177824
Cayo Arcas Terminal-b6b6e0d459e4,Port Arthur-26aba1bc33e8,1930.7927359999549,0.0
Houston-453dd058edad,Dos Bocas-51ae87032a0e,5589.3481405384755,0.0
Dos Bocas-51ae87032a0e,Houston-453dd058edad,11577.702233214877,0.0
Pengerang-1ae97f4f549d,Kerteh-f886d5933d0d,176.11092252548593,448.1329591994545
Kerteh-f886d5933d0d,Pengerang-1ae97f4f549d,1787.6265002313087,0.0
Kerteh-f886d5933d0d,Port Dickson-47b3d9faec98,307.291733039058,217.8798779740628
Port Dickson-47b3d9faec98,Kerteh-f886d5933d0d,9243.131337560973,303.638729778706
Kuala Linggi Intl Port-6425839cf0d6,Kerteh-f886d5933d0d,1228.2851530753358,0.0
Kerteh-f886d5933d0d,Kuala Linggi Intl Port-6425839cf0d6,10249.710601316352,1775.3810077765113
Map Ta Phut-202fdc862c4c,Kerteh-f886d5933d0d,3443.691865378295,0.0
Kerteh-f886d5933d0d,Map Ta Phut-202fdc862c4c,8852.857869913869,1143.4442168032563
Bongkot Terminal-08bf84415f8a,Singapore-bfe15a9e31a0,16611.899367565522,0.0
Singapore-bfe15a9e31a0,Bongkot Terminal-08bf84415f8a,4620.34062005086,1400.1360839714441
Singapore-bfe15a9e31a0,Tuban Marine Terminal-23b7587789dc,386.5485423622667,0.0
Tuban Marine Terminal-23b7587789dc,Singapore-bfe15a9e31a0,169.67791964166267,0.0
Tuban Marine Terminal-23b7587789dc,Ko Si Chang Harbor-272da3f36a5a,2322.3581520114926,1209.4649753003478
Ko Si Chang Harbor-272da3f36a5a,Tuban Marine Terminal-23b7587789dc,4552.981312634753,0.0
Fujairah-ca26fade3b91,Shuqaiq-b93cf1301611,2834.2995602298956,0.0
Shuqaiq-b93cf1301611,Fujairah-ca26fade3b91,819.271577838665,537.8226524112042
Shuqaiq-b93cf1301611,Al Muajjiz Terminal-e69352f09461,2432.026912451495,10.556940395502844
Al Muajjiz Terminal-e69352f09461,Shuqaiq-b93cf1301611,452.34778083548633,1957.6246756622195
Jeddah-17dce7ee2e7d,Shoaiba-b2f055a8ad2c,3159.5308470208515,0.0
Shoaiba-b2f055a8ad2c,Jeddah-17dce7ee2e7d,1476.4311099449797,0.0
Rabigh-4c7cf4448302,Shoaiba-b2f055a8ad2c,2057.9657895400646,0.0
Shoaiba-b2f055a8ad2c,Rabigh-4c7cf4448302,505.6536769517181,0.0
Jeddah-17dce7ee2e7d,Al Muajjiz Terminal-e69352f09461,11555.923279019637,297.4929319743588
Al Muajjiz Terminal-e69352f09461,Jeddah-17dce7ee2e7d,1118.3283479415536,0.0
Rabigh-4c7cf4448302,Suez-4ad378ddd198,1299.1887697647035,0.0
Suez-4ad378ddd198,Rabigh-4c7cf4448302,16511.677855303962,3162.47837689138
King Fahd Port-34821f7aa799,Rabigh-4c7cf4448302,29202.72322513262,403.9277430737119
Rabigh-4c7cf4448302,King Fahd Port-34821f7aa799,1590.8009933026897,0.0
King Fahd Port-34821f7aa799,Shoaiba-b2f055a8ad2c,6662.316271598076,0.0
Shoaiba-b2f055a8ad2c,King Fahd Port-34821f7aa799,9419.231552556725,0.0
Helgoland-c47a1ee22838,Brunsbuttel-04769aa33742,7211.394531709508,0.0
Brunsbuttel-04769aa33742,Helgoland-c47a1ee22838,14417.952893889778,0.0
Smiths Bluff-8218c47cd56c,Tranmere-7a5883e42177,7799.571906635931,57.000783288036395
Tranmere-7a5883e42177,Smiths Bluff-8218c47cd56c,11500.902208325973,0.0
Trieste-2aed856f346e,Bouri-58e9b14b246d,230.63311105555528,0.0
Bouri-58e9b14b246d,Trieste-2aed856f346e,145.03073481400423,1224.4171237439002
Bourgas-16d93a3bfdd3,Taman-9f1125c5b4b6,4053.546007812294,345.72621642723607
Taman-9f1125c5b4b6,Bourgas-16d93a3bfdd3,5467.6752341585125,0.0
Bozcaada-66352f54629d,Malta Freeport-d3fb8c6279a1,2071.0214198915683,49.96513985844794
Malta Freeport-d3fb8c6279a1,Bozcaada-66352f54629d,3409.4058395207276,0.0
Malta Freeport-d3fb8c6279a1,Southwest Pass-bcf54ac59c4c,4901.205731576816,0.0
Southwest Pass-bcf54ac59c4c,Malta Freeport-d3fb8c6279a1,5328.34857366132,0.0
Port Ingleside-768a671ec8e5,Trieste-2aed856f346e,3283.941026258375,0.0
Trieste-2aed856f346e,Port Ingleside-768a671ec8e5,313.25883162162353,756.3872575116486
Piraeus-c16ef333d5f0,Supsa-4307a17898f5,13062.74673043553,0.0
Supsa-4307a17898f5,Piraeus-c16ef333d5f0,1614.765776124224,805.5201387514127
Supsa-4307a17898f5,Trieste-2aed856f346e,4430.607582464886,0.0
Trieste-2aed856f346e,Supsa-4307a17898f5,970.3081009161165,296.46810697873326
Kukup-739aed8dab99,Tanjung Pelepas-71ae886ba35d,2903.250542429439,0.0
Tanjung Pelepas-71ae886ba35d,Kukup-739aed8dab99,1104.1009687662201,0.0
Lumut-a3062f7d50cc,Map Ta Phut-202fdc862c4c,5549.865975517021,294.9116689502619
Map Ta Phut-202fdc862c4c,Lumut-a3062f7d50cc,16672.425161986106,363.43118733925957
Singapore-bfe15a9e31a0,Ras Gharib-305f907eb640,2542.4244923632637,0.0
Ras Gharib-305f907eb640,Singapore-bfe15a9e31a0,2974.534646845087,0.0
Nemrut Bay-e89f801cf7ac,Sidi Kerir-552c943d8b08,3606.287945898701,415.4650163623428
Sidi Kerir-552c943d8b08,Nemrut Bay-e89f801cf7ac,7748.113699939488,0.0
Sidi Kerir-552c943d8b08,Leixoes-3deb77dbc15f,2908.7476411956623,0.0
Leixoes-3deb77dbc15f,Sidi Kerir-552c943d8b08,1050.803400513082,0.0
Port Ingleside-768a671ec8e5,Salcombe Harbor-3e15227ecf9a,2969.990626985535,958.9473619446786
Salcombe Harbor-3e15227ecf9a,Port Ingleside-768a671ec8e5,3156.8963596255244,0.0
St Peter Port-1edc235e103f,Rotterdam-92c070ce8e92,2947.7515568763624,0.0
Rotterdam-92c070ce8e92,St Peter Port-1edc235e103f,1467.5427302875105,0.0
Port O'connor-8bbd6bb0380c,Corpus Christi-7a30d31f121f,10485.12910194391,544.9970035627091
Corpus Christi-7a30d31f121f,Port O'connor-8bbd6bb0380c,290.1340931577882,8254.746514423081
Gelibolu-15f5e85c3281,Santa Panagia-efd40d901d95,4125.89742556606,0.0
Santa Panagia-efd40d901d95,Gelibolu-15f5e85c3281,12366.041911867113,0.0
Port Said-73e707725c62,Shuidong-023438863782,4027.1491585435433,57.1799284448694
Shuidong-023438863782,Port Said-73e707725c62,3788.621906819983,0.0
Shuidong-023438863782,Singapore-bfe15a9e31a0,3115.5923438067575,0.0
Singapore-bfe15a9e31a0,Shuidong-023438863782,27856.90861953324,0.0
Singapore-bfe15a9e31a0,Durban-2c15a692c2d1,5167.853646696821,631.7063803341698
Durban-2c15a692c2d1,Singapore-bfe15a9e31a0,10460.840902999364,0.0
Cherbourg-61cd5e165c61,Helgoland-c47a1ee22838,13806.100360014238,0.0
Helgoland-c47a1ee22838,Cherbourg-61cd5e165c61,1743.9155602246265,0.0
Boothville-58c144c740f9,St. James-f7d07a0501fa,4809.739125390501,0.0
St. James-f7d07a0501fa,Boothville-58c144c740f9,3751.5146478716733,154.04109754314624
Mina Saqr-91789deda526,Ras Tanura-601e8fb13c3c,1650.9363869687006,0.0
Ras Tanura-601e8fb13c3c,Mina Saqr-91789deda526,3188.853400750995,1351.1292548829304
Fujairah-ca26fade3b91,Jask-1817bd28cf9f,17378.80302469702,0.0
Jask-1817bd28cf9f,Fujairah-ca26fade3b91,242.44499942484686,959.9618189307496
Delma-ebf81718f685,Jebel Dhanna-4c73169e04bb,2681.596188394442,0.0
Jebel Dhanna-4c73169e04bb,Delma-ebf81718f685,581.5727088730803,554.493647163161
Ruwais-1ef3a6e42f3e,Karachi-d8f24cbce54f,3287.3381387202767,3.0068694986869695
Karachi-d8f24cbce54f,Ruwais-1ef3a6e42f3e,558.4626142276438,0.0
Kuito-2ac15f568c8e,Kribi-0d18ef4d8b20,7097.746939462254,0.0
Kribi-0d18ef4d8b20,Kuito-2ac15f568c8e,2595.212275163434,0.0
Port Said-73e707725c62,Tanjung Pelepas-71ae886ba35d,9231.920555212593,0.0
Tanjung Pelepas-71ae886ba35d,Port Said-73e707725c62,3471.401129494229,0.0
Trieste-2aed856f346e,Ambelaki-f95bf05978df,6834.732131091034,0.0
Ambelaki-f95bf05978df,Trieste-2aed856f346e,6159.223437351289,0.0
Malta Freeport-d3fb8c6279a1,Es Sider-7b388828f370,2705.1187966580355,0.0
Es Sider-7b388828f370,Malta Freeport-d3fb8c6279a1,4831.084977328845,606.5010622176666
Malta Freeport-d3fb8c6279a1,Az Zawiyah-55a0bc1ebc27,23053.805358440924,0.0
Az Zawiyah-55a0bc1ebc27,Malta Freeport-d3fb8c6279a1,510.17636368478827,2097.4538439148755
Az Zawiyah-55a0bc1ebc27,Tarragona-75e622055165,3041.4973573936823,0.0
Tarragona-75e622055165,Az Zawiyah-55a0bc1ebc27,242.8412949523108,0.0
Tampico-d7f4205ad8ae,Coatzacoalcos-230dbf9a65a3,6366.857078904097,0.0
Coatzacoalcos-230dbf9a65a3,Tampico-d7f4205ad8ae,1245.4631336600526,0.0
Karimun-129f2fb1bc00,Sriracha-6848d1a49775,23863.708773446164,0.0
Sriracha-6848d1a49775,Karimun-129f2fb1bc00,1814.7371369081707,0.0
Port Arthur-26aba1bc33e8,Freeport-3415bc29dc8c,2532.6454578008793,0.0
Freeport-3415bc29dc8c,Port Arthur-26aba1bc33e8,903.2060062221489,0.0
Lake Charles-8a861dedd10d,Galveston-80916f3912d8,1496.5073383936494,0.0
Galveston-80916f3912d8,Lake Charles-8a861dedd10d,16886.29598530521,0.0
Cape May-485c180b3d95,Whiffen Head-9d95e17d2034,5120.0869999238985,0.0
Whiffen Head-9d95e17d2034,Cape May-485c180b3d95,4097.330195803054,0.0
Nederland Terminal-aba03a4a335d,Freeport-3415bc29dc8c,5893.455710856843,0.0
Freeport-3415bc29dc8c,Nederland Terminal-aba03a4a335d,10059.387601382194,0.0
Malta Freeport-d3fb8c6279a1,Kalamata-017d361a10bc,3729.3746573966673,0.0
Kalamata-017d361a10bc,Malta Freeport-d3fb8c6279a1,1711.5337498565718,0.0
Geismar-7da5a55ba085,Baton Rouge-1866b408e4d1,3157.6045520765992,766.4689071196628
Baton Rouge-1866b408e4d1,Geismar-7da5a55ba085,2424.1452985359206,0.0
Port Fourchon-39947b92ce27,Dos Bocas-51ae87032a0e,20589.53386262531,0.0
Dos Bocas-51ae87032a0e,Port Fourchon-39947b92ce27,805.9959637033119,27.971395792129776
Ustka-9e75965c4675,Gdansk-34ceedb9667f,10136.059583082138,0.0
Gdansk-34ceedb9667f,Ustka-9e75965c4675,7962.777992064578,0.0
Scheveningen-390407975ccc,Lyness-b0a6e09ce2a9,3806.9028092154617,0.0
Lyness-b0a6e09ce2a9,Scheveningen-390407975ccc,805.7723820647548,0.0
Augusta-facbcc9badd3,Mersin-96488f75954b,2010.9608457541756,0.0
Mersin-96488f75954b,Augusta-facbcc9badd3,28625.541764232003,1480.5040171882601
Fujairah-ca26fade3b91,Kochi-cc7460ea0c71,13168.396814070591,0.0
Kochi-cc7460ea0c71,Fujairah-ca26fade3b91,1028.4543820706672,0.0
Puerto Barrios-96a880a628de,Santo Tomas De Castilla-36a6bca53908,884.3916402611557,485.2242536586646
Santo Tomas De Castilla-36a6bca53908,Puerto Barrios-96a880a628de,5081.929244622784,0.0
Kharg-15622ded90e9,Larak Is.-56c401139f36,5176.871223542296,0.0
Larak Is.-56c401139f36,Kharg-15622ded90e9,5664.5596566811655,0.0
Larak Is.-56c401139f36,Bandar Abbas-ce830646c7b4,1073.9235818512755,0.0
Bandar Abbas-ce830646c7b4,Larak Is.-56c401139f36,230.8718320594784,75.66299377686731
Kharg-15622ded90e9,Assaluyeh-6ac34a3404e7,4058.0621121758295,0.0
Assaluyeh-6ac34a3404e7,Kharg-15622ded90e9,1502.208320653937,0.0
Bandar E Charak Terminal 1-be8a7444d54b,Kharg-15622ded90e9,25718.202547871242,0.0
Kharg-15622ded90e9,Bandar E Charak Terminal 1-be8a7444d54b,2530.7924488515205,0.0
Bandar Gaah-64a42d178876,Bandar Abbas-ce830646c7b4,25138.746102597182,1436.5622852954643
Bandar Abbas-ce830646c7b4,Bandar Gaah-64a42d178876,5319.585852362973,633.82355824456
Kharg-15622ded90e9,Mina Saqr-91789deda526,6231.16892370797,0.0
Mina Saqr-91789deda526,Kharg-15622ded90e9,8187.469893968603,0.0
Kharg-15622ded90e9,Bandar Abbas-ce830646c7b4,19911.920527781098,3449.5711968515866
Bandar Abbas-ce830646c7b4,Kharg-15622ded90e9,3536.9028012886897,0.0
Al Jazeera-0057f766f321,Larak Is.-56c401139f36,339.35507383883123,0.0
Larak Is.-56c401139f36,Al Jazeera-0057f766f321,829.059220223554,791.2340049637561
Dayyer-f85f54cd8973,Kharg-15622ded90e9,4174.462505162747,0.0
Kharg-15622ded90e9,Dayyer-f85f54cd8973,12326.508860540564,0.0
Santos-78f08d89b90b,Ponta Do Ubu-582fde5e4522,658.4662597836619,858.8062531261857
Ponta Do Ubu-582fde5e4522,Santos-78f08d89b90b,1352.3844498020248,0.0
Angra Dos Reis-d87b536f17a4,Suape-b993f91ea377,918.569683851241,0.0
Suape-b993f91ea377,Angra Dos Reis-d87b536f17a4,6985.094365154181,5.482971842624672
Falconara-dded61335358,Es Sider-7b388828f370,11836.23509413404,0.0
Es Sider-7b388828f370,Falconara-dded61335358,5330.212048551513,0.0
Vado Ligure-c87d27fa8b7b,Malta Freeport-d3fb8c6279a1,254.91284738468042,923.7206174184547
Malta Freeport-d3fb8c6279a1,Vado Ligure-c87d27fa8b7b,1445.8076080750084,0.0
Milazzo-fab25159eebe,Genoa-65f8cdf3c546,17424.35495545421,402.20384010318566
Genoa-65f8cdf3c546,Milazzo-fab25159eebe,2199.9544778102395,0.0
Mersin-96488f75954b,Trieste-2aed856f346e,1029.5524523551096,0.0
Trieste-2aed856f346e,Mersin-96488f75954b,4069.073801191224,0.0
Salcombe Harbor-3e15227ecf9a,Donges-29e6374381eb,1985.8011563759162,0.0
Donges-29e6374381eb,Salcombe Harbor-3e15227ecf9a,6366.671851470431,0.0
Grimsby-d6f49c2e1bad,Sullom Voe-ed67292751d4,3052.9920840288814,2036.667660145581
Sullom Voe-ed67292751d4,Grimsby-d6f49c2e1bad,3926.090061707384,0.0
Ushant-9da0b2371bfa,Fos-a89094aa52c0,874.9669532748483,0.0
Fos-a89094aa52c0,Ushant-9da0b2371bfa,8155.334407365567,4175.799248451942
Tranmere-7a5883e42177,Sullom Voe-ed67292751d4,3814.4613960027127,6307.757251054314
Sullom Voe-ed67292751d4,Tranmere-7a5883e42177,4260.180229045271,0.0
Bridlington-7a14825d8088,Teesport-736acdd7afa2,26303.75591610647,0.0
Teesport-736acdd7afa2,Bridlington-7a14825d8088,4577.377697102896,0.0
Ryde-55baeddac00e,Hamble-253db081b2ef,3071.726947318509,0.0
Hamble-253db081b2ef,Ryde-55baeddac00e,4845.599318756165,0.0
Teesport-736acdd7afa2,Lyness-b0a6e09ce2a9,7113.879608065885,638.2095452947734
Lyness-b0a6e09ce2a9,Teesport-736acdd7afa2,257.2117139235826,0.0
Bridlington-7a14825d8088,Le Havre-4c8da7f30f05,2923.920959423458,0.0
Le Havre-4c8da7f30f05,Bridlington-7a14825d8088,943.9538646606086,3911.920061881422
Hamble-253db081b2ef,Rotterdam-92c070ce8e92,3557.0062047615124,338.9503386079017
Rotterdam-92c070ce8e92,Hamble-253db081b2ef,2596.4974192296027,0.0
Grimsby-d6f49c2e1bad,Bridlington-7a14825d8088,1135.5749708181165,70.12977116162611
Bridlington-7a14825d8088,Grimsby-d6f49c2e1bad,310.7008385185392,296.4575752185189
Methil-e66612f17632,Le Havre-4c8da7f30f05,15036.61110985617,0.0
Le Havre-4c8da7f30f05,Methil-e66612f17632,1820.1696016071332,0.0
Nieuwpoort-43a962e9aa39,Teesport-736acdd7afa2,247.43529319198282,0.0
Teesport-736acdd7afa2,Nieuwpoort-43a962e9aa39,2600.2008172641786,0.0
Mizushima-972596797070,Kiire-c1d11e2429fa,853.044841258513,808.3274929683535
Kiire-c1d11e2429fa,Mizushima-972596797070,1502.4470918886113,0.0
Kawasaki-3c5642389c14,Kiire-c1d11e2429fa,43761.990759692344,2530.4789757559965
